snapshot_id,project_id,snapshot_date,reported_progress_pct,cumulative_expenditure,status_snapshot,data_type
PS0009587,P01628,2026-01-01,63.2,229000,Stalled,SYNTHETIC_DEMO
PS0009588,P01628,2026-04-01,63.2,339000,Stalled,SYNTHETIC_DEMO
PS0009589,P01628,2026-07-01,63.2,389000,Stalled,SYNTHETIC_DEMO
PS0009590,P01629,2025-01-01,56.7,262000,Stalled,SYNTHETIC_DEMO
PS0009591,P01629,2025-04-01,56.7,439000,Stalled,SYNTHETIC_DEMO
PS0009592,P01629,2025-07-01,56.7,309000,Stalled,SYNTHETIC_DEMO
PS0009593,P01629,2025-10-01,56.7,486000,Stalled,SYNTHETIC_DEMO
PS0009594,P01629,2026-01-01,56.7,211000,Stalled,SYNTHETIC_DEMO
PS0009595,P01629,2026-04-01,56.7,291000,Stalled,SYNTHETIC_DEMO
PS0009596,P01629,2026-07-01,56.7,333000,Stalled,SYNTHETIC_DEMO
PS0009597,P01630,2025-01-01,39.7,112000,Stalled,SYNTHETIC_DEMO
PS0009598,P01630,2025-04-01,39.7,135000,Stalled,SYNTHETIC_DEMO
PS0009599,P01630,2025-07-01,39.7,213000,Stalled,SYNTHETIC_DEMO
PS0009600,P01630,2025-10-01,39.7,107000,Stalled,SYNTHETIC_DEMO
PS0009601,P01630,2026-01-01,39.7,199000,Stalled,SYNTHETIC_DEMO
PS0009602,P01630,2026-04-01,39.7,193000,Stalled,SYNTHETIC_DEMO
PS0009603,P01630,2026-07-01,39.7,120000,Stalled,SYNTHETIC_DEMO
PS0009604,P01631,2025-01-01,45.2,144000,Delayed,SYNTHETIC_DEMO
PS0009605,P01631,2025-04-01,74.0,106000,Delayed,SYNTHETIC_DEMO
PS0009606,P01631,2025-07-01,83.0,156000,Delayed,SYNTHETIC_DEMO
PS0009607,P01631,2025-10-01,83.0,194000,Delayed,SYNTHETIC_DEMO
PS0009608,P01631,2026-01-01,83.0,178000,Delayed,SYNTHETIC_DEMO
PS0009609,P01631,2026-04-01,83.0,219000,Delayed,SYNTHETIC_DEMO
PS0009610,P01631,2026-07-01,83.0,224000,Delayed,SYNTHETIC_DEMO
PS0009611,P01632,2026-01-01,10.0,151000,Delayed,SYNTHETIC_DEMO
PS0009612,P01632,2026-04-01,42.7,91000,Delayed,SYNTHETIC_DEMO
PS0009613,P01632,2026-07-01,42.7,92000,Delayed,SYNTHETIC_DEMO
PS0009614,P01633,2025-01-01,1.6,330000,Ongoing,SYNTHETIC_DEMO
PS0009615,P01633,2025-04-01,14.5,261000,Ongoing,SYNTHETIC_DEMO
PS0009616,P01633,2025-07-01,42.3,364000,Ongoing,SYNTHETIC_DEMO
PS0009617,P01633,2025-10-01,53.2,217000,Ongoing,SYNTHETIC_DEMO
PS0009618,P01633,2026-01-01,76.1,356000,Ongoing,SYNTHETIC_DEMO
PS0009619,P01633,2026-04-01,84.2,138000,Ongoing,SYNTHETIC_DEMO
PS0009620,P01633,2026-07-01,84.2,206000,Ongoing,SYNTHETIC_DEMO
PS0009621,P01634,2025-07-01,25.0,110000,Ongoing,SYNTHETIC_DEMO
PS0009622,P01634,2025-10-01,0.6,196000,Ongoing,SYNTHETIC_DEMO
PS0009623,P01634,2026-01-01,46.8,220000,Ongoing,SYNTHETIC_DEMO
PS0009624,P01634,2026-04-01,48.5,109000,Ongoing,SYNTHETIC_DEMO
PS0009625,P01634,2026-07-01,48.5,128000,Ongoing,SYNTHETIC_DEMO
PS0009626,P01635,2025-01-01,50.7,61000,Ongoing,SYNTHETIC_DEMO
PS0009627,P01635,2025-04-01,40.5,64000,Ongoing,SYNTHETIC_DEMO
PS0009628,P01635,2025-07-01,69.7,70000,Ongoing,SYNTHETIC_DEMO
PS0009629,P01635,2025-10-01,60.6,140000,Ongoing,SYNTHETIC_DEMO
PS0009630,P01635,2026-01-01,79.4,95000,Ongoing,SYNTHETIC_DEMO
PS0009631,P01635,2026-04-01,79.4,142000,Ongoing,SYNTHETIC_DEMO
PS0009632,P01635,2026-07-01,79.4,99000,Ongoing,SYNTHETIC_DEMO
PS0009633,P01636,2025-01-01,20.5,442000,Stalled,SYNTHETIC_DEMO
PS0009634,P01636,2025-04-01,20.5,279000,Stalled,SYNTHETIC_DEMO
PS0009635,P01636,2025-07-01,20.5,193000,Stalled,SYNTHETIC_DEMO
PS0009636,P01636,2025-10-01,20.5,320000,Stalled,SYNTHETIC_DEMO
PS0009637,P01636,2026-01-01,20.5,255000,Stalled,SYNTHETIC_DEMO
PS0009638,P01636,2026-04-01,20.5,245000,Stalled,SYNTHETIC_DEMO
PS0009639,P01636,2026-07-01,20.5,446000,Stalled,SYNTHETIC_DEMO
PS0009640,P01637,2026-04-01,23.4,104000,Ongoing,SYNTHETIC_DEMO
PS0009641,P01637,2026-07-01,23.4,65000,Ongoing,SYNTHETIC_DEMO
PS0009642,P01638,2025-04-01,11.9,156000,Ongoing,SYNTHETIC_DEMO
PS0009643,P01638,2025-07-01,13.7,125000,Ongoing,SYNTHETIC_DEMO
PS0009644,P01638,2025-10-01,28.5,104000,Ongoing,SYNTHETIC_DEMO
PS0009645,P01638,2026-01-01,35.6,80000,Ongoing,SYNTHETIC_DEMO
PS0009646,P01638,2026-04-01,35.6,80000,Ongoing,SYNTHETIC_DEMO
PS0009647,P01638,2026-07-01,35.6,113000,Ongoing,SYNTHETIC_DEMO
PS0009648,P01639,2025-01-01,58.6,181000,Stalled,SYNTHETIC_DEMO
PS0009649,P01639,2025-04-01,58.6,304000,Stalled,SYNTHETIC_DEMO
PS0009650,P01639,2025-07-01,58.6,177000,Stalled,SYNTHETIC_DEMO
PS0009651,P01639,2025-10-01,58.6,159000,Stalled,SYNTHETIC_DEMO
PS0009652,P01639,2026-01-01,58.6,311000,Stalled,SYNTHETIC_DEMO
PS0009653,P01639,2026-04-01,58.6,283000,Stalled,SYNTHETIC_DEMO
PS0009654,P01639,2026-07-01,58.6,194000,Stalled,SYNTHETIC_DEMO
PS0009655,P01640,2025-01-01,83.0,350000,Stalled,SYNTHETIC_DEMO
PS0009656,P01640,2025-04-01,83.0,370000,Stalled,SYNTHETIC_DEMO
PS0009657,P01640,2025-07-01,83.0,302000,Stalled,SYNTHETIC_DEMO
PS0009658,P01640,2025-10-01,83.0,574000,Stalled,SYNTHETIC_DEMO
PS0009659,P01640,2026-01-01,83.0,711000,Stalled,SYNTHETIC_DEMO
PS0009660,P01640,2026-04-01,83.0,330000,Stalled,SYNTHETIC_DEMO
PS0009661,P01640,2026-07-01,83.0,451000,Stalled,SYNTHETIC_DEMO
PS0009662,P01641,2025-04-01,9.9,102000,Ongoing,SYNTHETIC_DEMO
PS0009663,P01641,2025-07-01,19.2,98000,Ongoing,SYNTHETIC_DEMO
PS0009664,P01641,2025-10-01,56.8,239000,Ongoing,SYNTHETIC_DEMO
PS0009665,P01641,2026-01-01,63.5,200000,Ongoing,SYNTHETIC_DEMO
PS0009666,P01641,2026-04-01,70.3,163000,Ongoing,SYNTHETIC_DEMO
PS0009667,P01641,2026-07-01,82.7,252000,Ongoing,SYNTHETIC_DEMO
PS0009668,P01642,2025-01-01,77.7,342000,Stalled,SYNTHETIC_DEMO
PS0009669,P01642,2025-04-01,77.7,317000,Stalled,SYNTHETIC_DEMO
PS0009670,P01642,2025-07-01,77.7,273000,Stalled,SYNTHETIC_DEMO
PS0009671,P01642,2025-10-01,77.7,177000,Stalled,SYNTHETIC_DEMO
PS0009672,P01642,2026-01-01,77.7,232000,Stalled,SYNTHETIC_DEMO
PS0009673,P01642,2026-04-01,77.7,193000,Stalled,SYNTHETIC_DEMO
PS0009674,P01642,2026-07-01,77.7,188000,Stalled,SYNTHETIC_DEMO
PS0009675,P01643,2025-01-01,60.2,1229000,Stalled,SYNTHETIC_DEMO
PS0009676,P01643,2025-04-01,60.2,1543000,Stalled,SYNTHETIC_DEMO
PS0009677,P01643,2025-07-01,60.2,1736000,Stalled,SYNTHETIC_DEMO
PS0009678,P01643,2025-10-01,60.2,1983000,Stalled,SYNTHETIC_DEMO
PS0009679,P01643,2026-01-01,60.2,2400000,Stalled,SYNTHETIC_DEMO
PS0009680,P01643,2026-04-01,60.2,2650000,Stalled,SYNTHETIC_DEMO
PS0009681,P01643,2026-07-01,60.2,1648000,Stalled,SYNTHETIC_DEMO
PS0009682,P01644,2025-01-01,69.2,313000,Stalled,SYNTHETIC_DEMO
PS0009683,P01644,2025-04-01,69.2,287000,Stalled,SYNTHETIC_DEMO
PS0009684,P01644,2025-07-01,69.2,379000,Stalled,SYNTHETIC_DEMO
PS0009685,P01644,2025-10-01,69.2,459000,Stalled,SYNTHETIC_DEMO
PS0009686,P01644,2026-01-01,69.2,407000,Stalled,SYNTHETIC_DEMO
PS0009687,P01644,2026-04-01,69.2,614000,Stalled,SYNTHETIC_DEMO
PS0009688,P01644,2026-07-01,69.2,218000,Stalled,SYNTHETIC_DEMO
PS0009689,P01645,2026-01-01,0.0,278000,Ongoing,SYNTHETIC_DEMO
PS0009690,P01645,2026-04-01,33.2,243000,Ongoing,SYNTHETIC_DEMO
PS0009691,P01645,2026-07-01,38.9,326000,Ongoing,SYNTHETIC_DEMO
PS0009692,P01646,2025-01-01,41.8,247000,Stalled,SYNTHETIC_DEMO
PS0009693,P01646,2025-04-01,41.8,326000,Stalled,SYNTHETIC_DEMO
PS0009694,P01646,2025-07-01,41.8,595000,Stalled,SYNTHETIC_DEMO
PS0009695,P01646,2025-10-01,41.8,486000,Stalled,SYNTHETIC_DEMO
PS0009696,P01646,2026-01-01,41.8,449000,Stalled,SYNTHETIC_DEMO
PS0009697,P01646,2026-04-01,41.8,363000,Stalled,SYNTHETIC_DEMO
PS0009698,P01646,2026-07-01,41.8,570000,Stalled,SYNTHETIC_DEMO
PS0009699,P01647,2025-10-01,7.6,89000,Ongoing,SYNTHETIC_DEMO
PS0009700,P01647,2026-01-01,37.4,36000,Ongoing,SYNTHETIC_DEMO
PS0009701,P01647,2026-04-01,47.7,45000,Ongoing,SYNTHETIC_DEMO
PS0009702,P01647,2026-07-01,47.7,63000,Ongoing,SYNTHETIC_DEMO
PS0009703,P01648,2025-01-01,59.1,775000,Stalled,SYNTHETIC_DEMO
PS0009704,P01648,2025-04-01,59.1,376000,Stalled,SYNTHETIC_DEMO
PS0009705,P01648,2025-07-01,59.1,715000,Stalled,SYNTHETIC_DEMO
PS0009706,P01648,2025-10-01,59.1,757000,Stalled,SYNTHETIC_DEMO
PS0009707,P01648,2026-01-01,59.1,481000,Stalled,SYNTHETIC_DEMO
PS0009708,P01648,2026-04-01,59.1,742000,Stalled,SYNTHETIC_DEMO
PS0009709,P01648,2026-07-01,59.1,659000,Stalled,SYNTHETIC_DEMO
PS0009710,P01649,2025-10-01,17.7,335000,Ongoing,SYNTHETIC_DEMO
PS0009711,P01649,2026-01-01,31.2,373000,Ongoing,SYNTHETIC_DEMO
PS0009712,P01649,2026-04-01,31.2,177000,Ongoing,SYNTHETIC_DEMO
PS0009713,P01649,2026-07-01,31.2,387000,Ongoing,SYNTHETIC_DEMO
PS0009714,P01650,2025-04-01,26.8,292000,Stalled,SYNTHETIC_DEMO
PS0009715,P01650,2025-07-01,70.4,453000,Stalled,SYNTHETIC_DEMO
PS0009716,P01650,2025-10-01,72.2,356000,Stalled,SYNTHETIC_DEMO
PS0009717,P01650,2026-01-01,72.2,258000,Stalled,SYNTHETIC_DEMO
PS0009718,P01650,2026-04-01,72.2,277000,Stalled,SYNTHETIC_DEMO
PS0009719,P01650,2026-07-01,72.2,558000,Stalled,SYNTHETIC_DEMO
PS0009720,P01651,2025-01-01,73.0,488000,Stalled,SYNTHETIC_DEMO
PS0009721,P01651,2025-04-01,73.0,670000,Stalled,SYNTHETIC_DEMO
PS0009722,P01651,2025-07-01,73.0,437000,Stalled,SYNTHETIC_DEMO
PS0009723,P01651,2025-10-01,73.0,549000,Stalled,SYNTHETIC_DEMO
PS0009724,P01651,2026-01-01,73.0,561000,Stalled,SYNTHETIC_DEMO
PS0009725,P01651,2026-04-01,73.0,483000,Stalled,SYNTHETIC_DEMO
PS0009726,P01651,2026-07-01,73.0,804000,Stalled,SYNTHETIC_DEMO
PS0009727,P01652,2026-04-01,0.0,159000,Ongoing,SYNTHETIC_DEMO
PS0009728,P01652,2026-07-01,33.1,237000,Ongoing,SYNTHETIC_DEMO
PS0009729,P01653,2025-10-01,7.4,876000,Ongoing,SYNTHETIC_DEMO
PS0009730,P01653,2026-01-01,12.8,909000,Ongoing,SYNTHETIC_DEMO
PS0009731,P01653,2026-04-01,40.9,1126000,Ongoing,SYNTHETIC_DEMO
PS0009732,P01653,2026-07-01,52.7,599000,Ongoing,SYNTHETIC_DEMO
PS0009733,P01654,2025-01-01,84.9,112000,Stalled,SYNTHETIC_DEMO
PS0009734,P01654,2025-04-01,84.9,179000,Stalled,SYNTHETIC_DEMO
PS0009735,P01654,2025-07-01,84.9,172000,Stalled,SYNTHETIC_DEMO
PS0009736,P01654,2025-10-01,84.9,206000,Stalled,SYNTHETIC_DEMO
PS0009737,P01654,2026-01-01,84.9,92000,Stalled,SYNTHETIC_DEMO
PS0009738,P01654,2026-04-01,84.9,105000,Stalled,SYNTHETIC_DEMO
PS0009739,P01654,2026-07-01,84.9,204000,Stalled,SYNTHETIC_DEMO
PS0009740,P01655,2025-01-01,67.2,323000,Stalled,SYNTHETIC_DEMO
PS0009741,P01655,2025-04-01,67.2,274000,Stalled,SYNTHETIC_DEMO
PS0009742,P01655,2025-07-01,67.2,395000,Stalled,SYNTHETIC_DEMO
PS0009743,P01655,2025-10-01,67.2,292000,Stalled,SYNTHETIC_DEMO
PS0009744,P01655,2026-01-01,67.2,167000,Stalled,SYNTHETIC_DEMO
PS0009745,P01655,2026-04-01,67.2,236000,Stalled,SYNTHETIC_DEMO
PS0009746,P01655,2026-07-01,67.2,225000,Stalled,SYNTHETIC_DEMO
PS0009747,P01656,2025-01-01,84.0,86000,Stalled,SYNTHETIC_DEMO
PS0009748,P01656,2025-04-01,84.0,93000,Stalled,SYNTHETIC_DEMO
PS0009749,P01656,2025-07-01,84.0,66000,Stalled,SYNTHETIC_DEMO
PS0009750,P01656,2025-10-01,84.0,89000,Stalled,SYNTHETIC_DEMO
PS0009751,P01656,2026-01-01,84.0,44000,Stalled,SYNTHETIC_DEMO
PS0009752,P01656,2026-04-01,84.0,56000,Stalled,SYNTHETIC_DEMO
PS0009753,P01656,2026-07-01,84.0,88000,Stalled,SYNTHETIC_DEMO
PS0009754,P01657,2025-01-01,15.1,124000,Ongoing,SYNTHETIC_DEMO
PS0009755,P01657,2025-04-01,36.5,194000,Ongoing,SYNTHETIC_DEMO
PS0009756,P01657,2025-07-01,42.7,244000,Ongoing,SYNTHETIC_DEMO
PS0009757,P01657,2025-10-01,60.7,246000,Ongoing,SYNTHETIC_DEMO
PS0009758,P01657,2026-01-01,87.6,203000,Ongoing,SYNTHETIC_DEMO
PS0009759,P01657,2026-04-01,93.5,255000,Ongoing,SYNTHETIC_DEMO
PS0009760,P01657,2026-07-01,93.5,163000,Ongoing,SYNTHETIC_DEMO
PS0009761,P01658,2025-01-01,23.6,468000,Stalled,SYNTHETIC_DEMO
PS0009762,P01658,2025-04-01,38.0,472000,Stalled,SYNTHETIC_DEMO
PS0009763,P01658,2025-07-01,38.0,291000,Stalled,SYNTHETIC_DEMO
PS0009764,P01658,2025-10-01,38.0,349000,Stalled,SYNTHETIC_DEMO
PS0009765,P01658,2026-01-01,38.0,493000,Stalled,SYNTHETIC_DEMO
PS0009766,P01658,2026-04-01,38.0,700000,Stalled,SYNTHETIC_DEMO
PS0009767,P01658,2026-07-01,38.0,467000,Stalled,SYNTHETIC_DEMO
PS0009768,P01659,2025-01-01,13.7,199000,Stalled,SYNTHETIC_DEMO
PS0009769,P01659,2025-04-01,13.7,396000,Stalled,SYNTHETIC_DEMO
PS0009770,P01659,2025-07-01,13.7,209000,Stalled,SYNTHETIC_DEMO
PS0009771,P01659,2025-10-01,13.7,187000,Stalled,SYNTHETIC_DEMO
PS0009772,P01659,2026-01-01,13.7,371000,Stalled,SYNTHETIC_DEMO
PS0009773,P01659,2026-04-01,13.7,258000,Stalled,SYNTHETIC_DEMO
PS0009774,P01659,2026-07-01,13.7,325000,Stalled,SYNTHETIC_DEMO
PS0009775,P01660,2025-01-01,35.9,221000,Stalled,SYNTHETIC_DEMO
PS0009776,P01660,2025-04-01,75.7,143000,Stalled,SYNTHETIC_DEMO
PS0009777,P01660,2025-07-01,87.1,294000,Stalled,SYNTHETIC_DEMO
PS0009778,P01660,2025-10-01,87.1,140000,Stalled,SYNTHETIC_DEMO
PS0009779,P01660,2026-01-01,87.1,156000,Stalled,SYNTHETIC_DEMO
PS0009780,P01660,2026-04-01,87.1,142000,Stalled,SYNTHETIC_DEMO
PS0009781,P01660,2026-07-01,87.1,152000,Stalled,SYNTHETIC_DEMO
PS0009782,P01661,2025-01-01,54.4,729000,Stalled,SYNTHETIC_DEMO
PS0009783,P01661,2025-04-01,54.4,778000,Stalled,SYNTHETIC_DEMO
PS0009784,P01661,2025-07-01,54.4,1051000,Stalled,SYNTHETIC_DEMO
PS0009785,P01661,2025-10-01,54.4,403000,Stalled,SYNTHETIC_DEMO
PS0009786,P01661,2026-01-01,54.4,837000,Stalled,SYNTHETIC_DEMO
PS0009787,P01661,2026-04-01,54.4,729000,Stalled,SYNTHETIC_DEMO
PS0009788,P01661,2026-07-01,54.4,693000,Stalled,SYNTHETIC_DEMO
PS0009789,P01662,2025-01-01,41.8,155000,Stalled,SYNTHETIC_DEMO
PS0009790,P01662,2025-04-01,41.8,120000,Stalled,SYNTHETIC_DEMO
PS0009791,P01662,2025-07-01,41.8,131000,Stalled,SYNTHETIC_DEMO
PS0009792,P01662,2025-10-01,41.8,182000,Stalled,SYNTHETIC_DEMO
PS0009793,P01662,2026-01-01,41.8,191000,Stalled,SYNTHETIC_DEMO
PS0009794,P01662,2026-04-01,41.8,199000,Stalled,SYNTHETIC_DEMO
PS0009795,P01662,2026-07-01,41.8,108000,Stalled,SYNTHETIC_DEMO
PS0009796,P01663,2025-04-01,7.8,624000,Ongoing,SYNTHETIC_DEMO
PS0009797,P01663,2025-07-01,34.6,1252000,Ongoing,SYNTHETIC_DEMO
PS0009798,P01663,2025-10-01,33.1,973000,Ongoing,SYNTHETIC_DEMO
PS0009799,P01663,2026-01-01,42.7,759000,Ongoing,SYNTHETIC_DEMO
PS0009800,P01663,2026-04-01,59.9,969000,Ongoing,SYNTHETIC_DEMO
PS0009801,P01663,2026-07-01,84.6,879000,Ongoing,SYNTHETIC_DEMO
PS0009802,P01664,2025-01-01,14.0,974000,Ongoing,SYNTHETIC_DEMO
PS0009803,P01664,2025-04-01,21.3,418000,Ongoing,SYNTHETIC_DEMO
PS0009804,P01664,2025-07-01,29.0,554000,Ongoing,SYNTHETIC_DEMO
PS0009805,P01664,2025-10-01,46.7,464000,Ongoing,SYNTHETIC_DEMO
PS0009806,P01664,2026-01-01,46.7,571000,Ongoing,SYNTHETIC_DEMO
PS0009807,P01664,2026-04-01,46.7,376000,Ongoing,SYNTHETIC_DEMO
PS0009808,P01664,2026-07-01,46.7,381000,Ongoing,SYNTHETIC_DEMO
PS0009809,P01665,2026-07-01,63.6,453000,Ongoing,SYNTHETIC_DEMO
PS0009810,P01666,2025-07-01,15.6,189000,Stalled,SYNTHETIC_DEMO
PS0009811,P01666,2025-10-01,32.4,167000,Stalled,SYNTHETIC_DEMO
PS0009812,P01666,2026-01-01,65.6,276000,Stalled,SYNTHETIC_DEMO
PS0009813,P01666,2026-04-01,93.3,211000,Stalled,SYNTHETIC_DEMO
PS0009814,P01666,2026-07-01,93.3,205000,Stalled,SYNTHETIC_DEMO
PS0009815,P01667,2026-01-01,22.6,113000,Ongoing,SYNTHETIC_DEMO
PS0009816,P01667,2026-04-01,25.7,54000,Ongoing,SYNTHETIC_DEMO
PS0009817,P01667,2026-07-01,57.2,61000,Ongoing,SYNTHETIC_DEMO
PS0009818,P01668,2025-10-01,21.5,450000,Ongoing,SYNTHETIC_DEMO
PS0009819,P01668,2026-01-01,24.5,271000,Ongoing,SYNTHETIC_DEMO
PS0009820,P01668,2026-04-01,41.5,291000,Ongoing,SYNTHETIC_DEMO
PS0009821,P01668,2026-07-01,41.5,321000,Ongoing,SYNTHETIC_DEMO
PS0009822,P01669,2025-01-01,55.9,151000,Stalled,SYNTHETIC_DEMO
PS0009823,P01669,2025-04-01,55.9,131000,Stalled,SYNTHETIC_DEMO
PS0009824,P01669,2025-07-01,55.9,116000,Stalled,SYNTHETIC_DEMO
PS0009825,P01669,2025-10-01,55.9,145000,Stalled,SYNTHETIC_DEMO
PS0009826,P01669,2026-01-01,55.9,84000,Stalled,SYNTHETIC_DEMO
PS0009827,P01669,2026-04-01,55.9,128000,Stalled,SYNTHETIC_DEMO
PS0009828,P01669,2026-07-01,55.9,190000,Stalled,SYNTHETIC_DEMO
PS0009829,P01670,2025-01-01,51.4,581000,Stalled,SYNTHETIC_DEMO
PS0009830,P01670,2025-04-01,51.4,298000,Stalled,SYNTHETIC_DEMO
PS0009831,P01670,2025-07-01,51.4,556000,Stalled,SYNTHETIC_DEMO
PS0009832,P01670,2025-10-01,51.4,344000,Stalled,SYNTHETIC_DEMO
PS0009833,P01670,2026-01-01,51.4,567000,Stalled,SYNTHETIC_DEMO
PS0009834,P01670,2026-04-01,51.4,441000,Stalled,SYNTHETIC_DEMO
PS0009835,P01670,2026-07-01,51.4,514000,Stalled,SYNTHETIC_DEMO
PS0009836,P01671,2025-10-01,8.9,261000,Ongoing,SYNTHETIC_DEMO
PS0009837,P01671,2026-01-01,29.6,162000,Ongoing,SYNTHETIC_DEMO
PS0009838,P01671,2026-04-01,40.1,138000,Ongoing,SYNTHETIC_DEMO
PS0009839,P01671,2026-07-01,42.7,195000,Ongoing,SYNTHETIC_DEMO
PS0009840,P01672,2025-01-01,29.7,92000,Stalled,SYNTHETIC_DEMO
PS0009841,P01672,2025-04-01,29.7,101000,Stalled,SYNTHETIC_DEMO
PS0009842,P01672,2025-07-01,29.7,129000,Stalled,SYNTHETIC_DEMO
PS0009843,P01672,2025-10-01,29.7,224000,Stalled,SYNTHETIC_DEMO
PS0009844,P01672,2026-01-01,29.7,215000,Stalled,SYNTHETIC_DEMO
PS0009845,P01672,2026-04-01,29.7,213000,Stalled,SYNTHETIC_DEMO
PS0009846,P01672,2026-07-01,29.7,111000,Stalled,SYNTHETIC_DEMO
PS0009847,P01673,2025-10-01,15.6,399000,Ongoing,SYNTHETIC_DEMO
PS0009848,P01673,2026-01-01,15.6,343000,Ongoing,SYNTHETIC_DEMO
PS0009849,P01673,2026-04-01,15.6,400000,Ongoing,SYNTHETIC_DEMO
PS0009850,P01673,2026-07-01,15.6,580000,Ongoing,SYNTHETIC_DEMO
PS0009851,P01674,2025-01-01,71.1,344000,Stalled,SYNTHETIC_DEMO
PS0009852,P01674,2025-04-01,71.1,343000,Stalled,SYNTHETIC_DEMO
PS0009853,P01674,2025-07-01,71.1,221000,Stalled,SYNTHETIC_DEMO
PS0009854,P01674,2025-10-01,71.1,327000,Stalled,SYNTHETIC_DEMO
PS0009855,P01674,2026-01-01,71.1,249000,Stalled,SYNTHETIC_DEMO
PS0009856,P01674,2026-04-01,71.1,372000,Stalled,SYNTHETIC_DEMO
PS0009857,P01674,2026-07-01,71.1,208000,Stalled,SYNTHETIC_DEMO
PS0009858,P01675,2025-01-01,48.0,222000,Stalled,SYNTHETIC_DEMO
PS0009859,P01675,2025-04-01,48.0,377000,Stalled,SYNTHETIC_DEMO
PS0009860,P01675,2025-07-01,48.0,363000,Stalled,SYNTHETIC_DEMO
PS0009861,P01675,2025-10-01,48.0,258000,Stalled,SYNTHETIC_DEMO
PS0009862,P01675,2026-01-01,48.0,344000,Stalled,SYNTHETIC_DEMO
PS0009863,P01675,2026-04-01,48.0,304000,Stalled,SYNTHETIC_DEMO
PS0009864,P01675,2026-07-01,48.0,214000,Stalled,SYNTHETIC_DEMO
PS0009865,P01676,2025-01-01,52.0,101000,Stalled,SYNTHETIC_DEMO
PS0009866,P01676,2025-04-01,52.0,90000,Stalled,SYNTHETIC_DEMO
PS0009867,P01676,2025-07-01,52.0,118000,Stalled,SYNTHETIC_DEMO
PS0009868,P01676,2025-10-01,52.0,62000,Stalled,SYNTHETIC_DEMO
PS0009869,P01676,2026-01-01,52.0,76000,Stalled,SYNTHETIC_DEMO
PS0009870,P01676,2026-04-01,52.0,65000,Stalled,SYNTHETIC_DEMO
PS0009871,P01676,2026-07-01,52.0,75000,Stalled,SYNTHETIC_DEMO
PS0009872,P01677,2025-01-01,63.5,70000,Stalled,SYNTHETIC_DEMO
PS0009873,P01677,2025-04-01,63.5,135000,Stalled,SYNTHETIC_DEMO
PS0009874,P01677,2025-07-01,63.5,112000,Stalled,SYNTHETIC_DEMO
PS0009875,P01677,2025-10-01,63.5,125000,Stalled,SYNTHETIC_DEMO
PS0009876,P01677,2026-01-01,63.5,137000,Stalled,SYNTHETIC_DEMO
PS0009877,P01677,2026-04-01,63.5,56000,Stalled,SYNTHETIC_DEMO
PS0009878,P01677,2026-07-01,63.5,95000,Stalled,SYNTHETIC_DEMO
PS0009879,P01678,2025-04-01,31.1,80000,Stalled,SYNTHETIC_DEMO
PS0009880,P01678,2025-07-01,31.1,64000,Stalled,SYNTHETIC_DEMO
PS0009881,P01678,2025-10-01,31.1,113000,Stalled,SYNTHETIC_DEMO
PS0009882,P01678,2026-01-01,31.1,79000,Stalled,SYNTHETIC_DEMO
PS0009883,P01678,2026-04-01,31.1,131000,Stalled,SYNTHETIC_DEMO
PS0009884,P01678,2026-07-01,31.1,102000,Stalled,SYNTHETIC_DEMO
PS0009885,P01679,2025-01-01,65.8,247000,Stalled,SYNTHETIC_DEMO
PS0009886,P01679,2025-04-01,65.8,201000,Stalled,SYNTHETIC_DEMO
PS0009887,P01679,2025-07-01,65.8,149000,Stalled,SYNTHETIC_DEMO
PS0009888,P01679,2025-10-01,65.8,312000,Stalled,SYNTHETIC_DEMO
PS0009889,P01679,2026-01-01,65.8,136000,Stalled,SYNTHETIC_DEMO
PS0009890,P01679,2026-04-01,65.8,221000,Stalled,SYNTHETIC_DEMO
PS0009891,P01679,2026-07-01,65.8,153000,Stalled,SYNTHETIC_DEMO
PS0009892,P01680,2025-07-01,30.3,179000,Delayed,SYNTHETIC_DEMO
PS0009893,P01680,2025-10-01,51.4,174000,Delayed,SYNTHETIC_DEMO
PS0009894,P01680,2026-01-01,51.4,188000,Delayed,SYNTHETIC_DEMO
PS0009895,P01680,2026-04-01,51.4,207000,Delayed,SYNTHETIC_DEMO
PS0009896,P01680,2026-07-01,51.4,140000,Delayed,SYNTHETIC_DEMO
PS0009897,P01681,2025-01-01,88.1,369000,Stalled,SYNTHETIC_DEMO
PS0009898,P01681,2025-04-01,88.1,241000,Stalled,SYNTHETIC_DEMO
PS0009899,P01681,2025-07-01,88.1,421000,Stalled,SYNTHETIC_DEMO
PS0009900,P01681,2025-10-01,88.1,566000,Stalled,SYNTHETIC_DEMO
PS0009901,P01681,2026-01-01,88.1,342000,Stalled,SYNTHETIC_DEMO
PS0009902,P01681,2026-04-01,88.1,609000,Stalled,SYNTHETIC_DEMO
PS0009903,P01681,2026-07-01,88.1,605000,Stalled,SYNTHETIC_DEMO
PS0009904,P01682,2026-04-01,5.2,71000,Ongoing,SYNTHETIC_DEMO
PS0009905,P01682,2026-07-01,24.6,130000,Ongoing,SYNTHETIC_DEMO
PS0009906,P01683,2025-01-01,22.0,86000,Delayed,SYNTHETIC_DEMO
PS0009907,P01683,2025-04-01,30.9,144000,Delayed,SYNTHETIC_DEMO
PS0009908,P01683,2025-07-01,52.0,122000,Delayed,SYNTHETIC_DEMO
