risk_event_id,project_id,mp_id,mp_name,detected_on,risk_score,risk_level,risk_reason,review_status,data_type
RE00010454,P01896,MP013,Pooja Joshi,2025-08-08,58.9,MEDIUM,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010455,P01896,MP013,Pooja Joshi,2025-06-30,41.8,MEDIUM,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00010456,P01896,MP013,Pooja Joshi,2025-11-03,45.0,MEDIUM,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010457,P01897,MP020,Ravi Nair,2025-06-04,37.7,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010458,P01897,MP020,Ravi Nair,2026-04-28,43.4,MEDIUM,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010459,P01897,MP020,Ravi Nair,2026-05-14,54.9,MEDIUM,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010460,P01897,MP020,Ravi Nair,2025-05-06,59.2,MEDIUM,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010461,P01897,MP020,Ravi Nair,2025-09-06,63.5,MEDIUM,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010462,P01897,MP020,Ravi Nair,2025-12-18,62.2,MEDIUM,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00010463,P01897,MP020,Ravi Nair,2025-12-08,67.9,MEDIUM,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00010464,P01897,MP020,Ravi Nair,2025-03-21,48.8,MEDIUM,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010465,P01898,MP027,Nitin Singh,2025-08-12,78.9,HIGH,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00010466,P01898,MP027,Nitin Singh,2026-01-12,82.2,HIGH,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010467,P01898,MP027,Nitin Singh,2025-01-07,64.1,MEDIUM,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010468,P01899,MP034,Anita Mehta,2026-08-05,12.8,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010469,P01899,MP034,Anita Mehta,2026-04-18,6.8,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00010470,P01899,MP034,Anita Mehta,2025-07-16,28.4,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010471,P01900,MP041,Meena Sharma,2026-03-01,49.9,MEDIUM,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010472,P01900,MP041,Meena Sharma,2025-11-09,64.5,MEDIUM,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010473,P01900,MP041,Meena Sharma,2026-08-04,68.6,MEDIUM,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010474,P01901,MP048,Priya Joshi,2025-09-08,5.0,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010475,P01901,MP048,Priya Joshi,2026-07-12,10.2,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010476,P01901,MP048,Priya Joshi,2026-04-02,5.8,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010477,P01901,MP048,Priya Joshi,2025-08-24,5.0,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010478,P01901,MP048,Priya Joshi,2025-12-01,5.0,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010479,P01901,MP048,Priya Joshi,2026-08-23,5.0,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010480,P01901,MP048,Priya Joshi,2025-12-14,13.7,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010481,P01901,MP048,Priya Joshi,2025-10-17,16.2,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010482,P01902,MP055,Arjun Nair,2025-12-09,5.0,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010483,P01902,MP055,Arjun Nair,2026-05-15,5.0,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00010484,P01902,MP055,Arjun Nair,2025-07-07,5.0,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010485,P01902,MP055,Arjun Nair,2026-03-02,5.0,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010486,P01902,MP055,Arjun Nair,2025-02-09,9.8,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010487,P01903,MP002,Rahul Singh,2025-10-28,53.8,MEDIUM,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010488,P01903,MP002,Rahul Singh,2025-02-15,76.2,HIGH,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010489,P01903,MP002,Rahul Singh,2025-04-22,71.1,HIGH,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010490,P01904,MP009,Kavita Mehta,2025-10-04,14.1,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010491,P01904,MP009,Kavita Mehta,2026-04-12,8.6,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010492,P01904,MP009,Kavita Mehta,2025-09-03,5.0,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010493,P01904,MP009,Kavita Mehta,2025-02-11,24.5,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010494,P01904,MP009,Kavita Mehta,2025-07-23,11.4,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010495,P01904,MP009,Kavita Mehta,2025-10-04,6.7,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010496,P01904,MP009,Kavita Mehta,2026-05-20,31.0,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010497,P01904,MP009,Kavita Mehta,2025-12-06,22.5,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010498,P01905,MP016,Amit Sharma,2025-08-10,10.6,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010499,P01905,MP016,Amit Sharma,2025-06-27,17.9,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010500,P01905,MP016,Amit Sharma,2026-03-09,9.3,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010501,P01905,MP016,Amit Sharma,2025-11-22,6.0,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010502,P01905,MP016,Amit Sharma,2025-03-15,33.6,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010503,P01905,MP016,Amit Sharma,2025-06-02,22.2,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010504,P01906,MP023,Suresh Joshi,2026-06-04,11.0,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010505,P01906,MP023,Suresh Joshi,2025-03-11,9.1,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010506,P01906,MP023,Suresh Joshi,2026-04-29,12.7,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00010507,P01906,MP023,Suresh Joshi,2025-03-23,12.7,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010508,P01907,MP030,Deepak Nair,2025-06-13,5.0,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00010509,P01907,MP030,Deepak Nair,2026-07-25,19.5,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010510,P01907,MP030,Deepak Nair,2025-09-20,19.6,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010511,P01907,MP030,Deepak Nair,2026-02-04,11.1,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010512,P01907,MP030,Deepak Nair,2025-03-17,23.4,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00010513,P01907,MP030,Deepak Nair,2025-11-13,13.9,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00010514,P01908,MP037,Vikram Singh,2025-10-20,30.7,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010515,P01908,MP037,Vikram Singh,2025-08-06,45.0,MEDIUM,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010516,P01908,MP037,Vikram Singh,2025-02-21,35.5,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010517,P01908,MP037,Vikram Singh,2025-08-26,44.9,MEDIUM,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00010518,P01908,MP037,Vikram Singh,2025-03-15,51.3,MEDIUM,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010519,P01908,MP037,Vikram Singh,2025-01-28,49.9,MEDIUM,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00010520,P01909,MP044,Manoj Mehta,2026-04-11,5.0,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010521,P01909,MP044,Manoj Mehta,2025-11-27,5.0,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00010522,P01909,MP044,Manoj Mehta,2026-01-20,15.4,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010523,P01909,MP044,Manoj Mehta,2026-08-02,10.8,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010524,P01909,MP044,Manoj Mehta,2025-01-31,15.0,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00010525,P01909,MP044,Manoj Mehta,2025-04-11,7.8,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010526,P01910,MP051,Neha Sharma,2025-08-29,53.6,MEDIUM,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010527,P01910,MP051,Neha Sharma,2025-06-15,58.4,MEDIUM,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010528,P01910,MP051,Neha Sharma,2026-06-25,68.4,MEDIUM,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00010529,P01910,MP051,Neha Sharma,2025-04-23,62.4,MEDIUM,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010530,P01910,MP051,Neha Sharma,2026-07-16,77.6,HIGH,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00010531,P01910,MP051,Neha Sharma,2025-04-17,67.5,MEDIUM,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010532,P01911,MP058,Pooja Joshi,2026-01-03,64.6,MEDIUM,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010533,P01911,MP058,Pooja Joshi,2025-01-13,59.9,MEDIUM,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00010534,P01911,MP058,Pooja Joshi,2026-07-03,78.5,HIGH,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00010535,P01912,MP005,Ravi Nair,2025-04-30,28.8,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010536,P01912,MP005,Ravi Nair,2025-12-13,25.7,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00010537,P01912,MP005,Ravi Nair,2025-04-04,22.0,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010538,P01913,MP012,Nitin Singh,2025-03-03,5.0,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010539,P01913,MP012,Nitin Singh,2026-05-15,9.6,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00010540,P01913,MP012,Nitin Singh,2025-03-26,12.4,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010541,P01914,MP019,Anita Mehta,2025-03-28,42.9,MEDIUM,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010542,P01914,MP019,Anita Mehta,2025-11-09,23.9,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00010543,P01914,MP019,Anita Mehta,2026-02-20,40.0,MEDIUM,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010544,P01914,MP019,Anita Mehta,2025-01-10,45.1,MEDIUM,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010545,P01914,MP019,Anita Mehta,2025-01-27,37.5,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010546,P01914,MP019,Anita Mehta,2025-12-22,50.2,MEDIUM,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010547,P01915,MP026,Meena Sharma,2025-11-07,24.6,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010548,P01915,MP026,Meena Sharma,2025-10-23,25.8,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010549,P01915,MP026,Meena Sharma,2025-01-10,30.4,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010550,P01916,MP033,Priya Joshi,2025-11-20,17.9,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010551,P01916,MP033,Priya Joshi,2026-02-18,27.8,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010552,P01916,MP033,Priya Joshi,2025-01-21,18.1,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010553,P01916,MP033,Priya Joshi,2025-02-24,16.9,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010554,P01916,MP033,Priya Joshi,2026-07-18,34.3,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00010555,P01916,MP033,Priya Joshi,2025-05-29,36.7,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010556,P01916,MP033,Priya Joshi,2025-06-13,39.6,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010557,P01917,MP040,Arjun Nair,2026-01-20,20.1,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010558,P01917,MP040,Arjun Nair,2025-05-09,10.3,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00010559,P01917,MP040,Arjun Nair,2025-01-28,13.7,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00010560,P01917,MP040,Arjun Nair,2025-12-16,9.1,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00010561,P01917,MP040,Arjun Nair,2026-01-03,30.6,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010562,P01917,MP040,Arjun Nair,2026-04-27,23.3,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00010563,P01917,MP040,Arjun Nair,2025-05-20,20.1,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010564,P01917,MP040,Arjun Nair,2025-06-26,25.6,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010565,P01918,MP047,Rahul Singh,2025-07-16,20.2,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010566,P01918,MP047,Rahul Singh,2026-08-07,18.1,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00010567,P01918,MP047,Rahul Singh,2025-09-29,21.9,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010568,P01918,MP047,Rahul Singh,2025-01-10,19.8,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00010569,P01918,MP047,Rahul Singh,2025-04-08,23.4,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010570,P01918,MP047,Rahul Singh,2026-04-08,28.9,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010571,P01918,MP047,Rahul Singh,2025-03-19,47.2,MEDIUM,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010572,P01919,MP054,Kavita Mehta,2025-05-06,5.0,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00010573,P01919,MP054,Kavita Mehta,2026-03-15,18.7,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010574,P01919,MP054,Kavita Mehta,2026-03-04,25.1,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010575,P01919,MP054,Kavita Mehta,2025-01-27,6.1,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010576,P01919,MP054,Kavita Mehta,2026-06-27,22.9,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010577,P01919,MP054,Kavita Mehta,2026-04-17,35.5,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010578,P01919,MP054,Kavita Mehta,2026-03-30,22.9,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010579,P01920,MP001,Amit Sharma,2025-10-23,5.0,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010580,P01920,MP001,Amit Sharma,2026-07-24,5.0,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010581,P01920,MP001,Amit Sharma,2026-05-18,9.5,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010582,P01920,MP001,Amit Sharma,2025-07-29,21.3,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010583,P01920,MP001,Amit Sharma,2026-07-23,30.3,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010584,P01921,MP008,Suresh Joshi,2026-07-25,43.6,MEDIUM,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00010585,P01921,MP008,Suresh Joshi,2025-01-18,30.3,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010586,P01921,MP008,Suresh Joshi,2025-06-10,43.2,MEDIUM,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010587,P01921,MP008,Suresh Joshi,2026-05-27,33.2,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010588,P01921,MP008,Suresh Joshi,2025-08-14,47.1,MEDIUM,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00010589,P01922,MP015,Deepak Nair,2025-08-25,12.4,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00010590,P01922,MP015,Deepak Nair,2026-05-13,5.0,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010591,P01922,MP015,Deepak Nair,2025-12-25,13.9,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00010592,P01922,MP015,Deepak Nair,2025-04-08,11.0,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010593,P01922,MP015,Deepak Nair,2025-11-11,36.6,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00010594,P01922,MP015,Deepak Nair,2025-12-31,30.4,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00010595,P01923,MP022,Vikram Singh,2025-11-17,24.3,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010596,P01923,MP022,Vikram Singh,2025-08-23,21.5,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00010597,P01923,MP022,Vikram Singh,2025-09-16,28.5,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010598,P01923,MP022,Vikram Singh,2025-01-31,34.4,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00010599,P01923,MP022,Vikram Singh,2025-10-08,30.4,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010600,P01924,MP029,Manoj Mehta,2026-05-12,13.6,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00010601,P01924,MP029,Manoj Mehta,2025-07-10,11.0,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010602,P01924,MP029,Manoj Mehta,2025-05-07,37.9,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00010603,P01924,MP029,Manoj Mehta,2026-04-09,34.4,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010604,P01924,MP029,Manoj Mehta,2025-08-24,13.3,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010605,P01924,MP029,Manoj Mehta,2025-05-22,33.2,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010606,P01924,MP029,Manoj Mehta,2026-05-01,44.1,MEDIUM,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00010607,P01925,MP036,Neha Sharma,2026-03-21,36.3,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010608,P01925,MP036,Neha Sharma,2025-05-23,15.3,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010609,P01925,MP036,Neha Sharma,2025-02-01,24.4,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010610,P01925,MP036,Neha Sharma,2025-04-22,21.5,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00010611,P01925,MP036,Neha Sharma,2026-08-21,19.7,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010612,P01925,MP036,Neha Sharma,2026-05-01,44.0,MEDIUM,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00010613,P01925,MP036,Neha Sharma,2025-07-12,30.8,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00010614,P01925,MP036,Neha Sharma,2026-02-07,43.6,MEDIUM,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010615,P01926,MP043,Pooja Joshi,2025-07-30,5.0,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010616,P01926,MP043,Pooja Joshi,2025-05-29,5.0,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010617,P01926,MP043,Pooja Joshi,2026-04-28,8.8,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00010618,P01926,MP043,Pooja Joshi,2025-01-20,12.0,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00010619,P01926,MP043,Pooja Joshi,2025-08-17,12.7,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00010620,P01926,MP043,Pooja Joshi,2025-10-29,23.9,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00010621,P01927,MP050,Ravi Nair,2026-07-22,53.3,MEDIUM,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010622,P01927,MP050,Ravi Nair,2026-07-03,73.1,HIGH,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010623,P01927,MP050,Ravi Nair,2025-03-26,67.9,MEDIUM,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010624,P01927,MP050,Ravi Nair,2025-04-17,75.6,HIGH,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010625,P01928,MP057,Nitin Singh,2025-05-15,20.1,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00010626,P01928,MP057,Nitin Singh,2025-07-23,26.3,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010627,P01928,MP057,Nitin Singh,2025-09-15,16.8,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010628,P01928,MP057,Nitin Singh,2025-07-25,20.8,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010629,P01928,MP057,Nitin Singh,2026-07-29,27.1,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010630,P01929,MP004,Anita Mehta,2025-05-09,12.8,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00010631,P01929,MP004,Anita Mehta,2025-09-07,5.0,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010632,P01929,MP004,Anita Mehta,2025-03-14,12.1,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010633,P01929,MP004,Anita Mehta,2026-03-14,17.7,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010634,P01929,MP004,Anita Mehta,2025-09-07,32.7,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010635,P01929,MP004,Anita Mehta,2025-03-19,29.1,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010636,P01930,MP011,Meena Sharma,2025-06-01,5.0,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010637,P01930,MP011,Meena Sharma,2025-01-31,18.2,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010638,P01930,MP011,Meena Sharma,2025-12-24,13.2,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00010639,P01930,MP011,Meena Sharma,2026-01-19,18.7,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00010640,P01930,MP011,Meena Sharma,2025-10-21,23.8,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010641,P01930,MP011,Meena Sharma,2025-08-14,38.8,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010642,P01931,MP018,Priya Joshi,2025-04-10,7.3,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010643,P01931,MP018,Priya Joshi,2025-10-25,17.8,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00010644,P01931,MP018,Priya Joshi,2025-07-06,23.4,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010645,P01931,MP018,Priya Joshi,2025-07-27,21.6,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010646,P01931,MP018,Priya Joshi,2026-02-11,20.3,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010647,P01931,MP018,Priya Joshi,2025-12-05,25.7,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010648,P01932,MP025,Arjun Nair,2025-02-21,5.0,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010649,P01932,MP025,Arjun Nair,2026-01-31,9.4,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010650,P01932,MP025,Arjun Nair,2025-09-06,10.9,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010651,P01932,MP025,Arjun Nair,2026-01-10,12.5,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00010652,P01932,MP025,Arjun Nair,2025-06-27,8.3,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00010653,P01932,MP025,Arjun Nair,2026-06-18,16.8,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
